image_name,width,height,patch_score
grand_canyon1_p64_t1.0_n20_046,1280,720,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
boat2_p64_t0.5_n10_035,1080,1920,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
swing_p64_t0.3_n0_090,1080,1920,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
swing_p64_t1.0_n20_090,1080,1920,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
dancing_p64_t0.5_n10_059,1080,1920,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
furniture_assemble_p64_t1.0_n20_015,1080,1920,"0,0,4.0,1.0,0,0,0,2.5,3.0,1.5,1.0,4.0,2.5,0,0,1,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
passing_by_buildings_p64_t1.0_n20_005,720,1280,"0,0,0,0,0,1,1.0,1.0,0,1.5,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0"
boat4_p64_t0.5_n10_019,1080,1920,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,1.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
lighting1_p64_t0.5_n10_005,1920,1080,"0,0,0,0.5,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,2.0,3.5,2.5,1.5,1.5,0,0,0,0,4.0,0,2,3,3,0,0,0,0,3,0,3,3,2,0,0,0"
jumping_p64_t0.3_n0_012,1080,1920,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,1.0,0,0.5,1.0,1,1.0,0,2.0,0.5,1,0,0,0,0,0,0,0,0,0,0,0"
grand_canyon1_p64_t1.0_n20_054,1280,720,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
animals_p64_t0.3_n0_045,720,1280,"0,0,0,0,2.0,0.5,0,0,2.5,1.0,0.5,0,0,0,1.0,0,0,0,0,0,0,0,0,0"
lighting1_p64_t0.3_n0_011,1920,1080,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0,0.5,0,0,0,0,1,0,1,2,2,0,0,0,0,3,0,1,1,1,1,0,0"
concert3_p64_t0.5_n10_019,720,1280,"0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0"
red_flags_p64_t0.3_n0_039,1920,1080,"0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0"
firework2_p64_t0.3_n0_026,1080,1920,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
concert3_p64_t1.0_n20_019,720,1280,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0"
concert4_p64_t1.0_n20_106,1920,1080,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
indian_bob_p64_t1.0_n20_032,1080,1920,"0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0.5,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
spinning_rides_p64_t0.3_n0_009,1080,1920,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1.5,0,0,1,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0"
soccer1_p64_t1.0_n20_010,1920,1080,"1,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0.5,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0"
concert4_p64_t0.3_n0_027,1920,1080,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
christmas_decoration_p64_t0.5_n10_063,1080,1920,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
fireplace_p64_t0.5_n10_023,1080,1920,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
game_p64_t0.5_n10_019,1080,1920,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
snow_removal_vehicle_p64_t0.5_n10_057,1920,1080,"0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,3.5,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
amusement_park1_p64_t0.5_n10_001,720,1280,"0,0,0,0,0,0,0,0,4.5,0.5,2.0,1.0,1.5,3,2.0,1,0,0,0,0,0,0,0,0"
concert2_p64_t0.3_n0_039,1920,1080,"0,0,0,2.0,2.5,0,0,0,0,0,2,2.5,2.5,2.5,2.0,0,0.5,0.5,0,3.0,1.0,1.5,2.5,2.5,1.5,0,0,0,2,1,1,3,1,1,1,1,1,0,1,1,1,1,1,0,0"
river_p64_t0.3_n0_045,720,960,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
soccer2_p64_t0.3_n0_016,1920,1080,"0,0,0,0,0,0,0,0,0,0,0,1.5,0,0.5,1.5,1.0,0,0,0,1.0,1.5,0,2.0,1.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0"
grand_canyon2_p64_t0.3_n0_026,1280,720,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,1"
furniture_assemble_p64_t1.0_n20_025,1080,1920,"0,0,5.0,4.0,0,0,2.5,4.5,4.0,0,1,0,4,0.5,0,1.5,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
concert4_p64_t0.5_n10_027,1920,1080,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
grand_canyon1_p64_t1.0_n20_038,1280,720,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
stanford_corridor_p64_t0.3_n0_041,1080,1920,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0,0,0,0,1.0,0,1.5,0.5,0,0,0,1.0,1.5,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0"
indian_bob_p64_t0.5_n10_021,1080,1920,"0,0,0,0,0,0,0,0,0,0,0.5,1.0,0,0.5,0,0.5,0.5,0,0,0,0,0.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
pool_p64_t0.5_n10_012,1920,1080,"0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
swimming_p64_t0.3_n0_001,1080,1920,"2,0,0,0,0,2.0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
light_p64_t0.5_n10_037,1080,1920,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
dancing_p64_t1.0_n20_031,1080,1920,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
turning_page_p64_t0.3_n0_020,1080,1920,"0,0,0,0,0,0,0,0,0,0,1.5,0,0,0,0,0.5,3.0,0,0,0,0,4.0,1.0,0.5,0.5,0,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0"
ship_p64_t0.5_n10_024,1080,1920,"1,0,0,0,0,0,0,0,0,0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0,0,0,0,3,0,0,0,0,3,0,0,1,0"
snow_falling_p64_t0.5_n10_003,1440,1080,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
book_moving_p64_t0.5_n10_190,1080,1920,"0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0"
newyear_firework_p64_t0.5_n10_110,1920,1080,"0,0.5,0.5,0,0,0,0,0,0,4.0,5,5.0,5.0,4.0,0,0,0,0,4.5,5.0,5,5.0,3.0,0.5,0,0,0,5.0,5.0,4.5,4.5,3.5,1.5,0,0,0,0,4,0,0,0,0,0,0,0"
game_p64_t1.0_n20_023,1080,1920,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
swimming_p64_t0.5_n10_015,1080,1920,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
river_p64_t1.0_n20_022,720,960,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
jumping_p64_t1.0_n20_018,1080,1920,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,1.0,0,2.0,0.5,0,0,0,1.5,2.0,0,0,0,0,0,0,0,0,0,0"
busan_sea_train_p64_t0.5_n10_015,1920,1080,"3.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.5,0,0,1.5,0,0,0,3.5,1.5,1,2,0.5,1,0,0,2,3,0,0,1,0,0,0,0,0,0,0"
ship_p64_t0.3_n0_024,1080,1920,"2.5,0,0,0,0,1,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,3,1,0,1,0,4,2,0,1,0"
line_moving_p64_t0.5_n10_052,1080,1920,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
turning_page_p64_t1.0_n20_017,1080,1920,"0,0,0,0,0,0,0,0,0,0,2.0,0,0,1.5,0,1,0,0,1.0,0,1.0,1,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
grand_canyon2_p64_t1.0_n20_026,1280,720,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
night_city_river_p64_t0.3_n0_039,1280,720,"0,0,0,0,0,1.0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0"
house_p64_t1.0_n20_024,1080,1920,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2.5,0,0,0,0,2.5,0,0,0,0,1.5"
lighting2_p64_t1.0_n20_059,1080,1920,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.5,0,0,0,0,0,0,0,0,0,0"
spinning_rides_p64_t0.5_n10_009,1080,1920,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.5,0,0,0,2.5,0.5,2.5,0.5,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0"
dogwalking_p64_t0.3_n0_010,720,1280,"0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
concert2_p64_t0.5_n10_022,1920,1080,"0,0,0,0,0,0,0,0,0,0,0,1.5,3.0,2.0,0,0,0,0,0,3.0,2.0,3.5,3.5,2.0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
furniture_assemble_p64_t0.3_n0_025,1080,1920,"0,0,4.5,2.5,0,0,2.5,4.0,3.0,0,2,2.5,3.5,1.5,0,3.0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
red_flags_p64_t0.5_n10_018,1920,1080,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,1.0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
dog_p64_t0.5_n10_026,1080,1920,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
turning_page_p64_t1.0_n20_019,1080,1920,"0,0,0,0,0,0,0,2.5,0,0,1.0,2.0,2.0,0,0,1,1.5,3.5,0,0,1,2,3.5,0,0.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
fish2_p64_t0.3_n0_050,1080,1920,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
stanford_oval_p64_t0.3_n0_041,1080,1920,"1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
light_p64_t0.5_n10_053,1080,1920,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
amusement_park2_p64_t1.0_n20_055,720,1280,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
snow_removal_vehicle_p64_t1.0_n20_009,1920,1080,"0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
fish1_p64_t0.3_n0_049,1920,1080,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
snow_falling_p64_t1.0_n20_014,1440,1080,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
robot_walking_p64_t0.3_n0_045,1080,1920,"1.0,1.0,1.5,1.0,2.0,2,2.0,2.0,2.0,1.5,0,2,1.5,2.0,1.0,2.0,0,2,1.5,1.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0"
whale_p64_t0.3_n0_052,1920,1080,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
grand_canyon1_p64_t0.3_n0_046,1280,720,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
grand_canyon1_p64_t0.5_n10_054,1280,720,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
book_moving_p64_t0.5_n10_091,1080,1920,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
indian_bob_p64_t0.3_n0_045,1080,1920,"0,0,0,0,0,0,0,0,0,0,1.5,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
cherry_blossom_p64_t0.3_n0_051,1080,1920,"0,0.5,0.5,0.5,0,0.5,0,0.5,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
bellagio_water_show_p64_t0.3_n0_061,1280,720,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
snow_falling_p64_t0.3_n0_017,1440,1080,"0,1,1,0.5,0.5,0,0,0,0,0.5,0.5,0.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
concert3_p64_t0.5_n10_005,720,1280,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
elevator_down_p64_t1.0_n20_047,1080,1440,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
christmas_decoration_p64_t0.3_n0_063,1080,1920,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
snow_falling_p64_t1.0_n20_017,1440,1080,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
train_passing_p64_t0.3_n0_037,1080,1920,"0,1.5,0,0,0,0,0,0,0,0,1,2.0,1.0,1.5,2.0,2.0,1,1.0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,0,0,0,0,0.5,1"
light_p64_t1.0_n20_101,1080,1920,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
spinning_rides_p64_t0.5_n10_021,1080,1920,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,1.0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
graduation_p64_t0.3_n0_094,1080,1920,"0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,2.5,0.5,3.0,0,0,0.5,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
newyear_firework_p64_t1.0_n20_045,1920,1080,"0,0,0,0,0,0,0,0,0,2.0,1.0,1.0,1.5,0,0,0,0,0,5.0,5.0,4.5,5.0,5.0,1.5,1.0,0,0,4.5,5.0,5.0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0"
ship_p64_t0.5_n10_001,1080,1920,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
birds1_p64_t1.0_n20_011,1920,1080,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
light_p64_t0.3_n0_037,1080,1920,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
concert1_p64_t1.0_n20_033,1920,1080,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
train_p64_t0.3_n0_004,1920,1080,"0,0,0,3.0,0.5,0,0.5,1.0,2.0,0.5,0,0.5,5.0,4.5,4.5,3.0,2.0,3.5,1.5,0.5,0,3.0,3.5,3.5,1.5,2.0,0,0,1,0,1,1,0,0,0,0,0,0.5,0,0,1.5,1.5,1.5,1.0,0"
swing_p64_t0.5_n10_090,1080,1920,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
interactive_art_p64_t1.0_n20_003,1920,1080,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,1,0,0,0,0,0,2,0,4.0,3.5,1,0,1,0,0,5,0,0,3,0,0,0,0"
turning_page_p64_t0.5_n10_019,1080,1920,"0,0,0,0,0,0,0,0,0,0,1.5,1.0,3.0,0,0,1,1,3.0,0,0,0.5,2.0,0.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
amusement_park1_p64_t0.5_n10_046,720,1280,"0,0,0,0,0,0,0,0,0,1.0,2.0,3.0,3.0,2.5,3.0,1.0,1,1,1,0,0,0,0,0"
dog_p64_t1.0_n20_021,1080,1920,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
soccer1_p64_t0.3_n0_046,1920,1080,"1.5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
birds1_p64_t0.5_n10_007,1920,1080,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
concert1_p64_t1.0_n20_012,1920,1080,"0,0,0,2.0,2.0,0,0,0,0,0.5,0,3.5,3.5,4.5,2.5,1.5,0,0,0,0,0.5,3.0,4.5,2.5,2.0,0,0,0.5,0,3,3,3,2,0,0,0,0,0,0,2,2,0,0,0,0"
newyear_firework_p64_t0.3_n0_065,1920,1080,"0,0,0,0,0,0,0,0,0,3.5,3.5,1.0,1,0,0,0,0,0,1.0,4.0,4.0,1.0,1.0,1.0,0,0,0,3.5,4.5,4.0,4.0,4.0,3.5,2,0,0,1,1,0,0,0,0,0,0,0"
birds3_p64_t1.0_n20_004,1080,1920,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,3.5,0,0,1,3.0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0"
passing_by_buildings_p64_t1.0_n20_019,720,1280,"2,2.5,0,0,1.0,3,1.0,0,1.5,0.5,0,0,3.5,0,0.5,0,0,0,0,0,4,0,0,0"
busan_sea_train_p64_t0.5_n10_010,1920,1080,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,1.0,2.5,1.0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0"
fish2_p64_t1.0_n20_050,1080,1920,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ship_p64_t0.3_n0_001,1080,1920,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
live_octopus_p64_t1.0_n20_019,960,720,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
concert1_p64_t0.5_n10_006,1920,1080,"0,0,0,0,0,0,0,0,0,0,0,0,1.5,1.5,0,1.0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
tunnel_p64_t1.0_n20_008,1920,1080,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
dog_p64_t0.5_n10_021,1080,1920,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
lighting2_p64_t0.5_n10_025,1080,1920,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0"
swimming_p64_t0.5_n10_058,1080,1920,"1,1.0,1.5,1,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
running_on_log_p64_t0.3_n0_031,1920,1080,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0"
fire_p64_t0.5_n10_029,720,1280,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
stanford_oval_p64_t0.3_n0_019,1080,1920,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.0,0,0,0,2.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0"
dancing_p64_t0.3_n0_059,1080,1920,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
pool_p64_t1.0_n20_027,1920,1080,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
amusement_park2_p64_t1.0_n20_032,720,1280,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
build_log_p64_t1.0_n20_033,1080,1920,"2,3.5,4.0,0,0,4.0,5,4.0,1.0,1,4.0,4.0,3.5,2.0,0.5,2.5,3.0,3,1.0,1.0,3.0,4.0,5.0,2.5,3.5,4.0,4.5,5.0,5.0,4.0,4.0,5.0,4.5,4.5,4.5,0,2.5,1,0,0,0,0,0,0,0"
running_on_log_p64_t0.5_n10_044,1920,1080,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0"
whale_p64_t0.3_n0_072,1920,1080,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
